1;8DF8CF5A500104E0
2;B672D15A500104E0
3;6B2CD05A500104E0
4;EF6CD15A500104E0
5;FE22D05A500104E0
6;C042D15A500104E0
7;C527D05A500104E0
8;B571D15A500104E0
9;E148D15A500104E0
10;EF18D05A500104E0
11;7F71D15A500104E0
12;5D75D15A500104E0
13;B427D05A500104E0
14;83F8CF5A500104E0
15;5AF7CF5A500104E0
16;E848D15A500104E0
17;A81CD05A500104E0
18;F06CD15A500104E0
19;4970D15A500104E0
20;8D71D15A500104E0
21;D1F4CF5A500104E0
22;616ED15A500104E0
23;126FD15A500104E0
24;7137D05A500104E0
25;8BF8CF5A500104E0
26;876BD15A500104E0
27;9876D15A500104E0
28;4D02D05A500104E0
29;7470D15A500104E0
30;7C70D15A500104E0
31;D26DD15A500104E0
32;741BD05A500104E0
33;5DFDCF5A500104E0
34;026DD15A500104E0
35;9C76D15A500104E0
36;F26CD15A500104E0
