#TimeStamp;Bot;Pod;OutputStation
75.54;1;75;0
85.21;4;38;0
95.55;3;41;0
105.51;2;19;0
115.2;5;9;0
125.49;0;10;0
170.9;3;73;0
180.55;4;64;0
190.92;4;64;0
200.63;1;61;0
210.98;0;37;0
221.14;2;93;0
231.06;5;9;0
371.22;3;64;0
380.99;3;64;0
391.21;1;93;0
401.23;2;9;0
411.22;4;134;0
421.27;5;10;0
431.54;0;106;0
