Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;6.50;0;0;0;0;0;0;0;0;600;0
OutputStation0;45.50;3.50;13;0;12;11.3173226307659;1.22158101504398;10.0444444444444;12.75;1.08333333333333;471.821669473297;600
OutputStation1;45.50;9.50;7;0;6;11.0050490300702;1.02484395420216;10.0444444444444;12.115471763695;1.16666666666667;531.57528418087;600
