#TimeStamp;Bot;Pod;OutputStation
75.54;1;75;0
85.21;4;38;0
95.55;3;41;0
105.23;2;19;0
115.57;5;9;0
125.57;0;10;0
170.74;4;124;0
180.75;1;19;0
181.33;5;70;1
190.59;3;44;0
195.4;0;162;1
205.19;2;37;1
215.42;4;124;1
366.51;1;124;0
381.76;2;16;0
392.54;5;18;0
395.99;3;10;1
404.72;0;127;0
405.77;4;93;1
415.79;2;16;1
